Order_ID,Date,User_Name,Pages,Print_Type,Copies,Total_Pages_Printed,Rate_per_Page,Shop_Earning,App_Earning,Total_Amount,Payment_Method,Order_Status
TOK00854,2025-07-09,User_825,46,Black & White,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK00855,2025-01-12,User_940,23,Black & White,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00856,2024-08-06,User_760,13,Black & White,1,13,1.5,16.25,3.25,19.5,UPI,Completed
TOK00857,2025-07-28,User_501,1,Color,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00858,2023-02-24,User_677,37,Black & White,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK00859,2023-10-30,User_948,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00860,2023-06-04,User_1049,20,Color,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00861,2024-11-16,User_1200,10,Black & White,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00862,2025-12-18,User_1067,23,Color,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00863,2025-12-08,User_405,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK00864,2024-05-22,User_675,31,Color,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK00865,2023-01-30,User_922,37,Color,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK00866,2023-01-07,User_1073,28,Black & White,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK00867,2023-10-16,User_53,47,Black & White,2,94,1.5,117.5,23.5,141.0,UPI,Completed
TOK00868,2024-01-05,User_618,10,Black & White,3,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK00869,2024-07-09,User_1069,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00870,2025-03-12,User_238,28,Color,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00871,2023-06-30,User_531,29,Color,3,87,1.5,108.75,21.75,130.5,UPI,Completed
TOK00872,2024-04-23,User_852,2,Black & White,1,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00873,2025-12-02,User_660,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00874,2024-08-27,User_535,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00875,2024-03-05,User_96,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK00876,2023-11-21,User_859,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00877,2024-09-05,User_1134,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00878,2023-09-29,User_339,41,Color,3,123,1.5,153.75,30.75,184.5,UPI,Completed
TOK00879,2023-09-30,User_144,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK00880,2024-07-01,User_659,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00881,2024-07-12,User_973,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK00882,2023-03-30,User_852,16,Color,2,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00883,2025-08-04,User_638,37,Color,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK00884,2023-07-09,User_254,3,Black & White,2,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00885,2024-11-09,User_1143,26,Color,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK00886,2025-10-21,User_29,44,Color,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK00887,2024-04-14,User_1091,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00888,2023-03-29,User_189,28,Color,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00889,2024-10-03,User_255,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00890,2023-11-21,User_187,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00891,2025-10-10,User_1011,48,Color,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00892,2023-04-15,User_692,22,Black & White,1,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00893,2023-06-24,User_197,10,Black & White,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00894,2025-07-15,User_1020,50,Color,2,100,1.5,125.0,25.0,150.0,UPI,Completed
TOK00895,2024-12-23,User_275,10,Color,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00896,2023-09-10,User_459,34,Color,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK00897,2023-02-09,User_683,39,Color,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK00898,2025-09-09,User_640,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK00899,2023-12-24,User_688,32,Color,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK00900,2023-07-27,User_491,36,Color,1,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00901,2025-10-09,User_388,3,Black & White,1,3,1.5,3.75,0.75,4.5,UPI,Completed
TOK00902,2025-12-05,User_653,28,Black & White,3,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK00903,2024-07-30,User_753,46,Black & White,1,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK00904,2024-10-31,User_145,31,Black & White,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK00905,2025-05-15,User_546,49,Color,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK00906,2024-12-13,User_1137,31,Color,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK00907,2023-05-16,User_668,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK00908,2023-01-31,User_977,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00909,2023-08-22,User_676,10,Black & White,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK00910,2023-06-09,User_541,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00911,2025-01-04,User_353,39,Color,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK00912,2024-04-07,User_196,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00913,2025-10-21,User_618,49,Color,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK00914,2024-01-19,User_908,5,Color,1,5,1.5,6.25,1.25,7.5,UPI,Completed
TOK00915,2024-05-06,User_656,6,Color,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00916,2024-08-06,User_441,37,Black & White,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK00917,2023-02-09,User_253,22,Color,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00918,2025-01-24,User_519,35,Color,3,105,1.5,131.25,26.25,157.5,UPI,Completed
TOK00919,2025-06-18,User_682,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK00920,2023-01-10,User_54,4,Black & White,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00921,2023-03-09,User_1130,48,Black & White,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00922,2025-09-09,User_393,46,Black & White,2,92,1.5,115.0,23.0,138.0,UPI,Completed
TOK00923,2023-05-25,User_191,2,Black & White,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00924,2023-12-14,User_601,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00925,2023-09-08,User_638,44,Color,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00926,2025-09-06,User_69,37,Black & White,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK00927,2023-03-27,User_466,15,Black & White,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK00928,2025-08-19,User_284,44,Color,2,88,1.5,110.0,22.0,132.0,UPI,Completed
TOK00929,2023-12-15,User_504,19,Black & White,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK00930,2024-10-18,User_1042,40,Color,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00931,2025-07-02,User_297,12,Color,2,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00932,2025-05-27,User_571,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK00933,2024-01-04,User_272,16,Color,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00934,2024-02-13,User_1025,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK00935,2025-06-03,User_835,43,Color,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00936,2025-09-07,User_480,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00937,2023-08-18,User_146,11,Black & White,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00938,2023-11-19,User_539,48,Black & White,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK00939,2025-07-18,User_898,23,Color,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00940,2024-02-05,User_1045,25,Black & White,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK00941,2023-01-27,User_647,37,Color,2,74,1.5,92.5,18.5,111.0,UPI,Completed
TOK00942,2024-04-19,User_703,40,Black & White,2,80,1.5,100.0,20.0,120.0,UPI,Completed
TOK00943,2025-08-17,User_265,32,Black & White,2,64,1.5,80.0,16.0,96.0,UPI,Completed
TOK00944,2025-04-26,User_746,17,Black & White,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK00945,2025-10-09,User_367,38,Color,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK00946,2024-12-09,User_881,6,Color,3,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00947,2024-06-13,User_781,42,Black & White,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK00948,2024-12-08,User_770,11,Black & White,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00949,2023-02-02,User_587,31,Black & White,1,31,1.5,38.75,7.75,46.5,UPI,Completed
TOK00950,2025-05-06,User_1193,16,Color,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK00951,2023-04-09,User_797,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00952,2024-09-17,User_679,5,Black & White,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK00953,2024-11-22,User_959,45,Black & White,3,135,1.5,168.75,33.75,202.5,UPI,Completed
TOK00954,2023-05-24,User_305,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00955,2024-07-10,User_667,5,Black & White,3,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK00956,2023-10-26,User_1094,1,Black & White,2,2,1.5,2.5,0.5,3.0,UPI,Completed
TOK00957,2025-08-16,User_1018,45,Color,2,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00958,2023-03-11,User_518,22,Black & White,3,66,1.5,82.5,16.5,99.0,UPI,Completed
TOK00959,2025-07-19,User_471,44,Color,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK00960,2025-06-11,User_468,8,Color,1,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK00961,2025-04-21,User_1164,20,Black & White,2,40,1.5,50.0,10.0,60.0,UPI,Completed
TOK00962,2023-11-06,User_429,43,Color,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK00963,2025-07-02,User_391,38,Color,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK00964,2023-10-25,User_41,31,Black & White,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK00965,2023-02-14,User_687,39,Black & White,3,117,1.5,146.25,29.25,175.5,UPI,Completed
TOK00966,2025-02-08,User_909,11,Color,2,22,1.5,27.5,5.5,33.0,UPI,Completed
TOK00967,2024-05-06,User_1074,23,Black & White,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK00968,2023-04-01,User_917,38,Black & White,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK00969,2024-11-10,User_634,25,Color,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK00970,2025-11-16,User_366,39,Color,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK00971,2023-07-21,User_683,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00972,2025-02-06,User_410,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00973,2023-05-19,User_348,17,Color,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK00974,2023-12-05,User_489,12,Color,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK00975,2025-03-15,User_289,6,Black & White,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK00976,2023-01-02,User_846,14,Color,2,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK00977,2024-02-04,User_986,30,Color,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK00978,2023-07-15,User_783,23,Black & White,1,23,1.5,28.75,5.75,34.5,UPI,Completed
TOK00979,2023-05-10,User_314,44,Color,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK00980,2024-12-16,User_447,27,Black & White,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK00981,2023-09-03,User_741,33,Color,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK00982,2024-02-05,User_1110,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK00983,2023-02-17,User_762,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK00984,2025-05-31,User_1186,41,Black & White,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK00985,2025-08-13,User_167,37,Color,1,37,1.5,46.25,9.25,55.5,UPI,Completed
TOK00986,2024-05-11,User_829,21,Black & White,3,63,1.5,78.75,15.75,94.5,UPI,Completed
TOK00987,2024-02-12,User_1120,50,Black & White,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK00988,2025-07-08,User_1138,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK00989,2024-09-19,User_896,35,Black & White,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK00990,2025-04-30,User_621,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK00991,2025-05-01,User_10,26,Color,2,52,1.5,65.0,13.0,78.0,UPI,Completed
TOK00992,2024-12-03,User_665,6,Black & White,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK00993,2025-12-28,User_451,17,Color,3,51,1.5,63.75,12.75,76.5,UPI,Completed
TOK00994,2023-12-20,User_670,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK00995,2023-02-11,User_720,48,Color,1,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK00996,2024-05-14,User_763,11,Color,1,11,1.5,13.75,2.75,16.5,UPI,Completed
TOK00997,2023-06-27,User_69,11,Color,3,33,1.5,41.25,8.25,49.5,UPI,Completed
TOK00998,2024-08-15,User_1196,25,Color,3,75,1.5,93.75,18.75,112.5,UPI,Completed
TOK00999,2025-08-27,User_502,31,Color,3,93,1.5,116.25,23.25,139.5,UPI,Completed
TOK01000,2025-05-24,User_990,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01001,2023-11-13,User_962,41,Color,3,123,1.5,153.75,30.75,184.5,UPI,Completed
TOK01002,2025-07-07,User_1004,3,Color,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01003,2024-04-01,User_883,20,Black & White,1,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK01004,2024-11-29,User_1193,13,Color,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK01005,2025-07-10,User_439,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK01006,2023-12-01,User_310,6,Black & White,1,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01007,2025-07-30,User_621,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01008,2023-02-02,User_1113,10,Color,1,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK01009,2023-04-30,User_373,34,Black & White,3,102,1.5,127.5,25.5,153.0,UPI,Completed
TOK01010,2023-03-20,User_668,14,Color,3,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01011,2024-04-10,User_812,18,Color,1,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK01012,2023-04-16,User_7,42,Color,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01013,2025-06-30,User_410,43,Black & White,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK01014,2023-07-31,User_128,21,Black & White,2,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01015,2024-06-28,User_79,21,Color,1,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01016,2023-03-29,User_980,9,Color,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01017,2025-04-08,User_193,8,Color,1,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK01018,2025-01-31,User_649,19,Color,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK01019,2025-08-20,User_905,49,Black & White,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK01020,2023-05-29,User_31,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK01021,2025-03-23,User_723,15,Color,3,45,1.5,56.25,11.25,67.5,UPI,Completed
TOK01022,2023-10-18,User_661,9,Black & White,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK01023,2025-01-18,User_199,43,Color,2,86,1.5,107.5,21.5,129.0,UPI,Completed
TOK01024,2023-05-11,User_752,42,Color,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK01025,2025-06-01,User_426,31,Color,2,62,1.5,77.5,15.5,93.0,UPI,Completed
TOK01026,2023-11-17,User_603,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01027,2025-01-08,User_669,19,Color,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01028,2023-03-27,User_793,44,Black & White,1,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK01029,2025-06-16,User_828,50,Color,3,150,1.5,187.5,37.5,225.0,UPI,Completed
TOK01030,2024-12-20,User_628,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01031,2024-01-15,User_586,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01032,2024-04-07,User_374,9,Black & White,1,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01033,2025-03-09,User_571,30,Color,3,90,1.5,112.5,22.5,135.0,UPI,Completed
TOK01034,2024-08-28,User_558,2,Color,3,6,1.5,7.5,1.5,9.0,UPI,Completed
TOK01035,2024-04-21,User_406,36,Black & White,2,72,1.5,90.0,18.0,108.0,UPI,Completed
TOK01036,2024-10-05,User_269,19,Black & White,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01037,2023-03-22,User_28,25,Black & White,2,50,1.5,62.5,12.5,75.0,UPI,Completed
TOK01038,2023-12-20,User_663,33,Black & White,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK01039,2023-09-01,User_464,23,Black & White,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK01040,2023-10-14,User_1141,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01041,2025-04-12,User_878,6,Black & White,2,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01042,2025-03-16,User_404,34,Black & White,1,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01043,2024-03-29,User_1144,4,Color,2,8,1.5,10.0,2.0,12.0,UPI,Completed
TOK01044,2024-06-14,User_816,8,Black & White,3,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01045,2025-08-16,User_148,9,Color,2,18,1.5,22.5,4.5,27.0,UPI,Completed
TOK01046,2025-03-20,User_1075,24,Black & White,1,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01047,2025-04-27,User_588,27,Black & White,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01048,2024-02-15,User_346,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01049,2025-04-23,User_856,49,Black & White,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK01050,2025-04-17,User_513,27,Color,1,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK01051,2025-09-18,User_106,4,Color,3,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01052,2023-12-20,User_749,49,Black & White,1,49,1.5,61.25,12.25,73.5,UPI,Completed
TOK01053,2023-09-01,User_155,42,Color,1,42,1.5,52.5,10.5,63.0,UPI,Completed
TOK01054,2024-10-04,User_1156,42,Black & White,3,126,1.5,157.5,31.5,189.0,UPI,Completed
TOK01055,2023-03-04,User_925,7,Color,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01056,2023-02-27,User_332,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK01057,2024-03-19,User_415,13,Color,3,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK01058,2025-10-03,User_820,32,Color,1,32,1.5,40.0,8.0,48.0,UPI,Completed
TOK01059,2025-11-05,User_829,3,Color,3,9,1.5,11.25,2.25,13.5,UPI,Completed
TOK01060,2025-12-05,User_558,35,Color,1,35,1.5,43.75,8.75,52.5,UPI,Completed
TOK01061,2024-05-21,User_340,8,Black & White,2,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01062,2024-03-08,User_31,38,Color,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK01063,2023-09-28,User_315,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK01064,2023-02-26,User_251,39,Black & White,1,39,1.5,48.75,9.75,58.5,UPI,Completed
TOK01065,2023-05-17,User_636,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01066,2024-12-11,User_749,30,Black & White,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01067,2023-08-07,User_769,10,Color,2,20,1.5,25.0,5.0,30.0,UPI,Completed
TOK01068,2024-11-06,User_418,16,Color,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01069,2023-07-14,User_490,5,Black & White,2,10,1.5,12.5,2.5,15.0,UPI,Completed
TOK01070,2024-05-25,User_153,9,Color,3,27,1.5,33.75,6.75,40.5,UPI,Completed
TOK01071,2024-11-30,User_316,46,Color,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK01072,2023-05-02,User_1155,22,Black & White,2,44,1.5,55.0,11.0,66.0,UPI,Completed
TOK01073,2023-08-13,User_277,15,Black & White,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01074,2024-08-08,User_250,44,Color,3,132,1.5,165.0,33.0,198.0,UPI,Completed
TOK01075,2023-08-27,User_1135,38,Color,2,76,1.5,95.0,19.0,114.0,UPI,Completed
TOK01076,2025-09-13,User_254,34,Black & White,2,68,1.5,85.0,17.0,102.0,UPI,Completed
TOK01077,2025-10-07,User_1135,23,Black & White,3,69,1.5,86.25,17.25,103.5,UPI,Completed
TOK01078,2025-03-16,User_334,48,Color,3,144,1.5,180.0,36.0,216.0,UPI,Completed
TOK01079,2023-01-05,User_932,12,Color,1,12,1.5,15.0,3.0,18.0,UPI,Completed
TOK01080,2025-02-15,User_888,46,Black & White,3,138,1.5,172.5,34.5,207.0,UPI,Completed
TOK01081,2024-10-05,User_936,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01082,2023-07-13,User_221,15,Black & White,1,15,1.5,18.75,3.75,22.5,UPI,Completed
TOK01083,2024-09-04,User_407,26,Black & White,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK01084,2025-07-01,User_632,34,Color,1,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01085,2025-07-22,User_902,26,Black & White,1,26,1.5,32.5,6.5,39.0,UPI,Completed
TOK01086,2025-11-20,User_288,19,Black & White,2,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK01087,2025-03-27,User_237,27,Black & White,2,54,1.5,67.5,13.5,81.0,UPI,Completed
TOK01088,2025-10-11,User_940,28,Color,2,56,1.5,70.0,14.0,84.0,UPI,Completed
TOK01089,2025-08-14,User_502,30,Black & White,1,30,1.5,37.5,7.5,45.0,UPI,Completed
TOK01090,2024-10-19,User_81,24,Color,2,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01091,2024-08-24,User_809,43,Color,1,43,1.5,53.75,10.75,64.5,UPI,Completed
TOK01092,2024-05-07,User_478,49,Color,3,147,1.5,183.75,36.75,220.5,UPI,Completed
TOK01093,2023-04-18,User_735,1,Color,1,1,1.5,1.25,0.25,1.5,UPI,Completed
TOK01094,2024-03-17,User_370,7,Black & White,2,14,1.5,17.5,3.5,21.0,UPI,Completed
TOK01095,2024-12-29,User_887,36,Black & White,3,108,1.5,135.0,27.0,162.0,UPI,Completed
TOK01096,2024-12-13,User_383,24,Color,1,24,1.5,30.0,6.0,36.0,UPI,Completed
TOK01097,2024-02-04,User_1167,42,Black & White,2,84,1.5,105.0,21.0,126.0,UPI,Completed
TOK01098,2024-09-06,User_298,41,Color,1,41,1.5,51.25,10.25,61.5,UPI,Completed
TOK01099,2025-03-12,User_16,17,Black & White,1,17,1.5,21.25,4.25,25.5,UPI,Completed
TOK01100,2025-10-02,User_894,19,Black & White,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01101,2025-01-14,User_76,28,Color,1,28,1.5,35.0,7.0,42.0,UPI,Completed
TOK01102,2024-10-04,User_689,41,Color,2,82,1.5,102.5,20.5,123.0,UPI,Completed
TOK01103,2024-03-09,User_394,20,Black & White,3,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01104,2025-10-31,User_514,33,Color,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK01105,2025-08-25,User_750,35,Black & White,2,70,1.5,87.5,17.5,105.0,UPI,Completed
TOK01106,2025-04-12,User_744,43,Black & White,3,129,1.5,161.25,32.25,193.5,UPI,Completed
TOK01107,2024-06-27,User_1118,12,Black & White,3,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01108,2024-09-26,User_621,18,Black & White,2,36,1.5,45.0,9.0,54.0,UPI,Completed
TOK01109,2023-04-06,User_1133,23,Color,2,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01110,2024-03-16,User_341,29,Color,2,58,1.5,72.5,14.5,87.0,UPI,Completed
TOK01111,2023-04-17,User_115,33,Color,3,99,1.5,123.75,24.75,148.5,UPI,Completed
TOK01112,2025-08-09,User_265,23,Color,2,46,1.5,57.5,11.5,69.0,UPI,Completed
TOK01113,2025-05-24,User_977,17,Black & White,2,34,1.5,42.5,8.5,51.0,UPI,Completed
TOK01114,2025-05-07,User_256,38,Color,3,114,1.5,142.5,28.5,171.0,UPI,Completed
TOK01115,2023-06-22,User_109,30,Color,2,60,1.5,75.0,15.0,90.0,UPI,Completed
TOK01116,2025-05-10,User_1093,39,Color,2,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK01117,2023-04-08,User_1067,38,Color,1,38,1.5,47.5,9.5,57.0,UPI,Completed
TOK01118,2025-04-05,User_720,37,Color,3,111,1.5,138.75,27.75,166.5,UPI,Completed
TOK01119,2024-02-27,User_1038,26,Color,3,78,1.5,97.5,19.5,117.0,UPI,Completed
TOK01120,2024-10-30,User_1026,16,Black & White,1,16,1.5,20.0,4.0,24.0,UPI,Completed
TOK01121,2024-06-04,User_157,16,Black & White,3,48,1.5,60.0,12.0,72.0,UPI,Completed
TOK01122,2025-08-03,User_1111,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01123,2023-06-23,User_651,19,Black & White,1,19,1.5,23.75,4.75,28.5,UPI,Completed
TOK01124,2024-02-27,User_1052,7,Black & White,3,21,1.5,26.25,5.25,31.5,UPI,Completed
TOK01125,2025-09-07,User_65,27,Color,3,81,1.5,101.25,20.25,121.5,UPI,Completed
